logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol	entrez
ENSG00000110848.8	-0.246739604549198	5.09132494980658	-1.42316862574028	0.155054725758727	0.182676537915904	-6.6833454152409	CD69	969
ENSG00000213757.3	0.21797425677214	5.46024682101115	1.4213738535029	0.155575404396637	0.183273019714524	-6.68588980088358	RPS3AP20	643932
ENSG00000053524.12	0.213050577157021	-1.15101575453971	1.42134687983877	0.155583239813003	0.183273019714524	-6.68592801612764	MCF2L2	23101
ENSG00000089060.11	0.0878363354100289	5.8063609323847	1.4213254076854	0.155589477343317	0.183273019714524	-6.68595843652809	SLC8B1	80024
ENSG00000140612.14	-0.0737481899198574	7.7823553576095	-1.42029934312042	0.155887764559843	0.183613184303826	-6.68741156732741	SEC11A	23478
ENSG00000162402.14	-0.0768041561586094	6.67293353823768	-1.42004187125461	0.155962682383818	0.183690226697391	-6.68777603962109	USP24	23358
ENSG00000248923.1	-0.225351510772601	2.23702101729214	-1.41992330796764	0.155997190513553	0.183719668739914	-6.68794385344873	MTND5P11	100506169
ENSG00000232229.6	0.252406787108846	1.59715375040381	1.41971719760093	0.156057193244068	0.183779130644288	-6.68823554774131	LINC00865	643529
ENSG00000224578.5	0.10778317606748	5.1494623682659	1.41925149128548	0.156192833988576	0.183916443190986	-6.68889447572375	HNRNPA1L3	642659
ENSG00000132773.12	-0.0802481545493278	6.49077550058385	-1.41816546418325	0.156509496257892	0.184278079399644	-6.69043025983459	TOE1	114034
ENSG00000165516.11	-0.104609432623963	5.93411919891386	-1.4177496127428	0.156630878696195	0.184409758328443	-6.69101801826696	KLHDC2	23588
ENSG00000170242.19	-0.0789696340876989	6.20206042670752	-1.41719008911905	0.156794310281214	0.184590924859071	-6.69180857018703	USP47	55031
ENSG00000119139.21	0.188125797201893	-0.0267729320399532	1.41608130560403	0.157118558117814	0.184961383651428	-6.69337425482527	TJP2	9414
ENSG00000205309.14	0.153824553012321	5.12789614802753	1.41597145298023	0.157150710643228	0.184984343477207	-6.69352930848101	NT5M	56953
ENSG00000152558.15	-0.137661123802695	9.34564152317769	-1.41594923826044	0.157157213228487	0.184984343477207	-6.69356066243077	TMEM123	114908
ENSG00000197128.12	0.161972228865462	3.96831392733913	1.4158375855123	0.157189898774451	0.185011543564543	-6.69371824217913	ZNF772	400720
ENSG00000101849.17	0.12302469190305	5.79247398407509	1.41551992592861	0.157282919585132	0.185109750246471	-6.69416649952225	TBL1X	6907
ENSG00000175582.20	0.0951547384690855	8.41910347214776	1.41510272104048	0.157405153903943	0.185242324892864	-6.69475507564115	RAB6A	5870
ENSG00000166260.13	0.0956469170982015	5.6821478414425	1.41493008198906	0.157455755457623	0.185290587471391	-6.69499857745987	COX11	1353
ENSG00000133063.16	0.438890206121722	2.25741108872056	1.41487153861036	0.157472917680652	0.185299495873475	-6.69508114429549	CHIT1	1118
ENSG00000198915.12	-0.253623101482208	2.76565299321645	-1.41424341363172	0.157657144362102	0.185504977146247	-6.69596680835506	RASGEF1A	221002
ENSG00000185485.14	-0.115741362289317	4.8852896185687	-1.41407831857323	0.15770559325563	0.185550682167749	-6.6961995294876	SDHAP1	255812
ENSG00000183072.10	0.462209197254178	-0.468975088362278	1.41402130100877	0.157722328288675	0.185559070516482	-6.6962798962482	NKX2-5	1482
ENSG00000166987.15	-0.123822521676193	6.09338856102865	-1.41395584855784	0.157741540678326	0.185569422893587	-6.69637214807951	MBD6	114785
ENSG00000133028.12	-0.0816037664926339	5.11923032776201	-1.4139258741399	0.15775033972246	0.185569422893587	-6.69641439404634	SCO1	6341
ENSG00000008869.12	-0.0735982504674015	6.2026965636414	-1.41268214871465	0.158115766021583	0.185987966145342	-6.69816651577637	HEATR5B	54497
ENSG00000087152.15	0.0724253886388167	6.59936688186293	1.41253910683776	0.158157835143627	0.186026123922588	-6.69836793032774	ATXN7L3	56970
ENSG00000211955.2	-0.437220720227681	7.21610597168511	-1.41234606275892	0.15821462355243	0.186081588906291	-6.69863971984678	IGHV3-33	28434
ENSG00000099282.10	0.171676155075801	9.03211501839597	1.41221563113357	0.158253001806312	0.1861153956468	-6.69882333546782	TSPAN15	23555
ENSG00000141579.7	-0.249517707330445	4.86606991653889	-1.41186291846375	0.158356819493358	0.186226154439197	-6.69931978354881	ZNF750	79755
ENSG00000262902.1	0.412083277881627	5.9233578588547	1.41015029875551	0.158861647661772	0.186808455656812	-6.7017285654293	MTCO1P40	107075172
ENSG00000125458.7	-0.104104916641266	6.8230009545264	-1.41006008188848	0.158888274640691	0.186828394272864	-6.70185537383542	NT5C	30833
ENSG00000184368.16	-0.347114877351277	0.590732190562156	-1.40995911688831	0.158918077880241	0.186852065032897	-6.70199728019179	MAP7D2	256714
ENSG00000134825.16	0.096432447555853	7.18899444750643	1.40959921241485	0.159024350357349	0.186965638135431	-6.70250304382039	TMEM258	746
ENSG00000116132.12	-0.187987512922632	7.10632419801433	-1.40949342636283	0.159055597071226	0.186990994658103	-6.70265167754422	PRRX1	5396
ENSG00000183955.13	0.0850296510032832	6.25739056405612	1.40827835706754	0.159414833803235	0.187401920489922	-6.70435810337343	KMT5A	387893
ENSG00000137841.12	0.143085872970043	3.93434122488459	1.40815076826786	0.159452591231884	0.187434900658241	-6.70453720226581	PLCB2	5330
ENSG00000109113.20	-0.14722246688244	7.59382298435895	-1.40695736212585	0.159806084818046	0.187827570364749	-6.70621162773892	RAB34	83871
ENSG00000144488.15	-0.282026761745986	-0.715464750051299	-1.40671347989165	0.159878397104583	0.1879011300886	-6.70655363628808	ESPNL	339768
ENSG00000234975.6	-0.172451440373634	5.71546759592361	-1.40628931887102	0.160004221979906	0.188037569059972	-6.70714831844462	FTH1P2	2497
ENSG00000123685.9	0.154865029756377	3.51610957252841	1.40558899904996	0.160212131870822	0.188270452185689	-6.70812979004629	BATF3	55509
ENSG00000168795.5	0.0891687783090739	5.80346316152799	1.40518487799118	0.160332199776908	0.188391823296771	-6.70869592892672	ZBTB5	9925
ENSG00000101347.10	-0.140672458948886	6.85147495766163	-1.40517572808827	0.1603349190818	0.188391823296771	-6.7087087452786	SAMHD1	25939
ENSG00000108684.15	0.385853950533133	-1.61439365748989	1.40444552247212	0.16055204512049	0.188635470601972	-6.70973128306867	ASIC2	40
ENSG00000205302.7	-0.0733030100610461	7.01090434194194	-1.40421734205286	0.160619940008722	0.188703764586054	-6.71005070526683	SNX2	6643
ENSG00000139428.12	-0.12117295527321	5.27595901125487	-1.40395606317105	0.16069771000685	0.188783651296056	-6.71041639746102	MMAB	326625
ENSG00000013583.10	0.155023833494032	8.14899320756885	1.4038949881136	0.160715893186457	0.188793531442747	-6.71050186981037	HEBP1	50865
ENSG00000223648.4	-0.401430438505606	4.31668045837371	-1.40329857835179	0.160893537324702	0.188990718353313	-6.71133632931608	IGHV3-64	28414
ENSG00000246273.8	-0.138935313846521	2.38017124266435	-1.40303689474462	0.160971528209767	0.189070832489589	-6.71170234937171	SBF2-AS1	283104
ENSG00000129167.9	0.318019795388063	0.487142793723982	1.40286657243405	0.161022305595813	0.189118974920958	-6.71194054476341	TPH1	7166
ENSG00000176083.18	0.273385881897868	3.73729982923706	1.40257830932552	0.161108271731122	0.189198265648573	-6.71234361453059	ZNF683	257101
ENSG00000080031.10	-0.269538004527378	1.03182190526773	-1.40257451276073	0.161109404178436	0.189198265648573	-6.71234892260457	PTPRH	5794
ENSG00000090905.19	-0.0787729237728904	6.18410194934796	-1.40250472356908	0.161130222118068	0.18921121092194	-6.71244649410482	TNRC6A	27327
ENSG00000226824.7	0.164187554672292	2.98620082547321	1.40204686131494	0.161266851758369	0.189348641539854	-6.71308650642426	LOC100996437	100996437
ENSG00000127081.14	0.115926363302609	3.90252199451946	1.40204683409092	0.161266859884834	0.189348641539854	-6.71308654447254	ZNF484	83744
ENSG00000129682.16	-0.240115047545921	3.36219860104823	-1.40125705961116	0.161502740685393	0.189614072235349	-6.71419002387302	FGF13	2258
ENSG00000106080.11	0.108815798149915	5.43690693705941	1.4008282109754	0.161630933572142	0.189753046171172	-6.71478895544576	FKBP14	55033
ENSG00000056487.16	0.406881364195769	-1.11946874399841	1.40006204205108	0.161860150933769	0.190010597699231	-6.71585853553336	PHF21B	112885
ENSG00000104852.15	-0.102463957406784	7.93981393273698	-1.40000371792391	0.161877610024621	0.190019546117496	-6.71593993278729	SNRNP70	6625
ENSG00000140527.15	-0.217616055581992	2.3364430448289	-1.3997377088727	0.161957256814541	0.190101487856563	-6.71631113268189	WDR93	56964
ENSG00000198417.7	-0.175633256373074	6.1574599916345	-1.39931171136843	0.162084868078691	0.190234597021406	-6.71690544074608	MT1F	4494
ENSG00000100614.18	0.0707720248407093	7.11036546391049	1.39929340226066	0.162090354434846	0.190234597021406	-6.7169309797011	PPM1A	5494
ENSG00000231437.3	-0.303139792490906	0.121896763880596	-1.39847001045075	0.162337230393493	0.19051276451865	-6.71807916624208	LINC01750	643355
ENSG00000101363.12	-0.0789271123750678	9.30872172798186	-1.39816579049214	0.162428515940534	0.190608314356654	-6.71850321846583	MANBAL	63905
ENSG00000214046.9	0.0942919792932135	6.15315044052919	1.39712604594798	0.162740799063349	0.190963175381508	-6.71995182518933	SMIM7	79086
ENSG00000111291.8	0.216677160315386	3.10613576853712	1.39610098395544	0.163049116239582	0.191313339863718	-6.72137892560574	GPRC5D	55507
ENSG00000204843.12	0.0834161757407536	7.33215712289701	1.3960636292332	0.16306036008487	0.191314912609749	-6.72143091149234	DCTN1	1639
ENSG00000157833.13	-0.164778627862109	2.82681159780795	-1.39600844358885	0.163076972144827	0.191322783183152	-6.7215077098147	GAREM2	150946
ENSG00000176018.13	-0.0876307386341155	6.20089431093399	-1.39544254036266	0.16324739490576	0.191511093386134	-6.72229506666534	LYSMD3	116068
ENSG00000100764.14	0.0942048595714716	4.74275463095288	1.39516672962243	0.163330504541534	0.191596956930615	-6.72267869461608	PSMC1	5700
ENSG00000126581.13	0.104432110956933	6.38674274724666	1.3947709670097	0.163449814913019	0.191725273209648	-6.72322903297438	BECN1	8678
ENSG00000060558.4	-0.163398295976872	5.30440080817312	-1.39465345427235	0.163485254093046	0.191744750595414	-6.72339241355024	GNA15	2769
ENSG00000240898.1	-0.126289758346274	4.42799907283246	-1.39465008192986	0.163486271200801	0.191744750595414	-6.72339710199086	RPL21P125	100129685
ENSG00000257698.2	0.15642173568022	3.75012290160739	1.39447607433795	0.163538758852868	0.191794666313726	-6.72363900287126	GIHCG	100506844
ENSG00000277399.5	0.22995794458781	-1.50919416492099	1.39354782211826	0.163818971876095	0.192085226424611	-6.72492892759817	GPR179	440435
ENSG00000187498.16	0.147512932802491	8.73393574051687	1.39352360933263	0.163826285877	0.192085226424611	-6.7249625629066	COL4A1	1282
ENSG00000062524.16	-0.231221583618838	0.087687030750522	-1.39320657780711	0.163922074922485	0.192185873845516	-6.72540291511098	LTK	4058
ENSG00000160285.15	-0.111991741272156	6.33511987312358	-1.39315533881963	0.163937560422319	0.192192365107317	-6.72547407596138	LSS	4047
ENSG00000143924.19	0.0966744032608005	6.60911301820689	1.39311759537322	0.16394896799204	0.192194075105906	-6.72552649249992	EML4	27436
ENSG00000155744.9	0.0693411012418024	4.77456180867655	1.39219735459112	0.164227286766595	0.192508660543512	-6.72680404747222	FAM126B	285172
ENSG00000166233.15	0.0616823453347881	6.58125715679873	1.391358127505	0.164481414373336	0.192794852427893	-6.72796839985963	ARIH1	25820
ENSG00000116205.14	0.0754684013332051	4.03579381276481	1.39099124516348	0.164592603721664	0.192913476440668	-6.72847719668598	TCEANC2	127428
ENSG00000029363.17	-0.048746112099666	7.66908481758983	-1.39089866594447	0.16462067023867	0.192934666484901	-6.72860556555096	BCLAF1	9774
ENSG00000177738.4	0.107010413404222	2.72228895123199	1.38882113968709	0.165251447582953	0.193638691277902	-6.73148399331468	ANXA2R-OT1	648987
ENSG00000115520.8	0.0748164226957992	8.00714356312625	1.38791354026327	0.165527583674311	0.193950498054245	-6.73274013465775	COQ10B	80219
ENSG00000131797.12	0.144684014533782	3.71671843284406	1.38717526578203	0.165752459269154	0.194202208161179	-6.73376132294549	CLUHP3	100132341
ENSG00000183020.14	-0.0709384430132638	6.1932955157658	-1.3870330789243	0.165795795273859	0.194241201595028	-6.73395793504362	AP2A2	161
ENSG00000166401.15	-0.120508467404852	3.99547960028839	-1.38648488595582	0.16596295458521	0.194425249040454	-6.73471577350231	SERPINB8	5271
ENSG00000128191.16	0.0597228817956335	5.15610526534208	1.38581071017639	0.166168703651976	0.194654479240124	-6.73564736549075	DGCR8	54487
ENSG00000269896.2	-0.171030990157152	4.05416979012158	-1.38483076698507	0.166468111263035	0.194993389120743	-6.73700066980945	LOC100129534	100129534
ENSG00000253327.2	0.190670510236503	2.87045652414804	1.38454754943449	0.166554719972964	0.195083009788256	-6.73739161653645	RAD21-AS1	644660
ENSG00000155749.13	0.186934781303601	1.60102692949977	1.38443196035367	0.166590077183299	0.195112593126408	-6.73755115006322	FLACC1	130540
ENSG00000075785.14	0.0564226522570799	8.80927135634555	1.38428883568562	0.166633865007545	0.195152046330145	-6.7377486692334	RAB7A	7879
ENSG00000062370.17	-0.102099018862186	4.31845951309459	-1.38371741571832	0.166808772668196	0.19534504549007	-6.7385370546495	ZNF112	7771
ENSG00000178718.7	0.175369856961841	6.28771614052803	1.383526624478	0.166867203307368	0.195401626567966	-6.73880021625968	RPP25	54913
ENSG00000175106.17	0.14580653120834	1.80827627492616	1.3832888713289	0.166940037798749	0.195475066686643	-6.73912810267475	TVP23C	201158
ENSG00000123505.19	-0.133174991006407	6.66482255590445	-1.3831224292499	0.166991040740664	0.195522936240265	-6.73935761029727	AMD1	262
ENSG00000093072.18	0.191158600508225	5.94707828432388	1.38291937215907	0.167053279526483	0.195583954781369	-6.7396375692708	ADA2	51816
ENSG00000067057.18	0.212562127143559	5.43385749438847	1.38279653419345	0.167090938920585	0.195616190416815	-6.73980690862791	PFKP	5214
ENSG00000082516.9	-0.0670811591343374	6.00029682502515	-1.38252467875842	0.167174306485943	0.195701930232423	-6.74018162408534	GEMIN5	25929
ENSG00000169442.9	0.241840291714024	8.34098506269051	1.38194588697739	0.167351903861915	0.1958979627222	-6.74097916492381	CD52	1043
ENSG00000004897.12	0.0636299533420845	6.90491066763467	1.38154425703481	0.167475224048996	0.196018562749379	-6.74153239183935	CDC27	996
ENSG00000112210.12	0.155978220052663	4.530745044181	1.38139863381577	0.167519954443013	0.196059037921369	-6.7417329416334	RAB23	51715
ENSG00000146112.12	0.114961274352358	7.07935158984135	1.381153574477	0.167595248451629	0.196135276524418	-6.74207038563506	PPP1R18	170954
ENSG00000120696.9	-0.0961555144220355	5.06714581128678	-1.38075513438045	0.167717722756545	0.196266717240789	-6.74261890601943	KBTBD7	84078
ENSG00000204706.14	0.180787903609479	-1.11332875508975	1.38040116832325	0.167826582903858	0.196382211432354	-6.74310606819042	MAMDC2-AS1	100507244
ENSG00000140382.15	-0.0910100543695234	5.1393185783707	-1.37973066358619	0.168032938331427	0.196611768787796	-6.74402854051706	HMG20A	10363
ENSG00000101856.10	-0.105334472194628	11.1035756394641	-1.37961981532123	0.168067071516087	0.19663979695644	-6.74418100124449	PGRMC1	10857
ENSG00000085185.15	-0.104553437575858	4.67771786525596	-1.37955933992083	0.168085695729268	0.196649677210393	-6.74426417398207	BCORL1	63035
ENSG00000141401.12	-0.191567980308058	5.68605975345188	-1.37946409324803	0.168115031371114	0.196672087205667	-6.74439516081918	IMPA2	3613
ENSG00000094880.11	0.0641296735495266	6.54227229762759	1.37820075333594	0.16850449998647	0.197091906680711	-6.74613170209675	CDC23	8697
ENSG00000159086.15	0.0846605667956114	5.50263888183576	1.37658518564878	0.169003543065034	0.197663646239046	-6.74835009494549	PAXBP1	94104
ENSG00000243927.6	0.117358644298756	6.08342233450446	1.37637916161925	0.169067262922047	0.197702263022282	-6.74863280756086	MRPS6	64968
ENSG00000136250.12	0.1981422063611	4.84754494997545	1.37595895876367	0.169197280741403	0.197842326091787	-6.74920929247875	AOAH	313
ENSG00000011201.12	-0.206813577977669	5.02741762518565	-1.37570410168913	0.169276174393876	0.197922596352796	-6.74955885075376	ANOS1	3730
ENSG00000197261.11	0.363058582433859	5.08795517913313	1.3750030802145	0.169493325439703	0.198164501654916	-6.75052002913987	C6orf141	135398
ENSG00000116176.6	0.437810748477308	3.2213016466784	1.37489992625864	0.169525296450466	0.198189886034259	-6.75066142351791	TPSG1	25823
ENSG00000126562.17	0.432283401375304	3.53721858439941	1.37393631595203	0.169824171758144	0.198527282906131	-6.75198174574158	WNK4	65266
ENSG00000125650.4	0.111340899129796	3.07588961181385	1.37320386554805	0.170051614626169	0.198781138288051	-6.75298472018063	PSPN	5623
ENSG00000158457.6	0.16389070277734	5.74773010861143	1.37242425009486	0.17029395453827	0.199052375734877	-6.75405169466903	TSPAN33	340348
ENSG00000164124.11	0.14546256567155	5.11308398706672	1.37130952307806	0.170640912591171	0.19944585850897	-6.75557625181893	TMEM144	55314
ENSG00000135968.21	-0.0789323166434109	5.82978035985844	-1.3703565770427	0.170937936788888	0.199780934290504	-6.75687857128874	GCC2	9648
ENSG00000064726.10	-0.0692458778344872	7.67919060680179	-1.36992241750246	0.171073388730225	0.199927146006685	-6.75747160552559	BTBD1	53339
ENSG00000224812.3	-0.208681697506191	-1.01530830067732	-1.3696360291366	0.17116278211561	0.200012060661493	-6.75786269135757	TMEM72-AS1	220980
ENSG00000244437.1	-0.402775636605036	8.68507073628127	-1.3696233015831	0.171166755712589	0.200012060661493	-6.75788006994336	IGKV3-15	28913
ENSG00000136827.12	-0.0771016276225899	6.86655979339653	-1.36955075320046	0.171189406951257	0.200021199574274	-6.75797912662502	TOR1A	1861
ENSG00000122122.10	0.194013992798366	5.98005429349509	1.36953192821422	0.171195284903253	0.200021199574274	-6.75800482917919	SASH3	54440
ENSG00000196411.10	-0.116245918781272	7.08684344661781	-1.36886492222309	0.171403649934062	0.200240427517309	-6.75891529380417	EPHB4	2050
ENSG00000130725.8	0.0724641701744939	9.20155788210586	1.36853204316289	0.171507708657775	0.200349876994067	-6.75936950926563	UBE2M	9040
ENSG00000123739.11	-0.117527486862107	6.13001595995281	-1.36800033380187	0.171674020428196	0.200532030876278	-6.76009480171761	PLA2G12A	81579
ENSG00000105325.15	0.0637243453668088	5.79376864256594	1.3678131427586	0.171732600121093	0.200588328746555	-6.7603500779097	FZR1	51343
ENSG00000103381.12	0.13484949292049	5.6502843571245	1.36625715633915	0.172220111727637	0.201145593612726	-6.76247066182158	CPPED1	55313
ENSG00000177464.5	-0.140131322653886	5.12639297480836	-1.36606027688802	0.172281870570063	0.201205560466264	-6.76273880870383	GPR4	2828
ENSG00000124222.22	-0.096337127667516	7.06807758081636	-1.36584657073343	0.172348926541313	0.201271706137413	-6.76302982975969	STX16	8675
ENSG00000198342.10	0.15458298967489	2.20609905192739	1.36556250868148	0.172438088813804	0.20136365832709	-6.76341658999178	ZNF442	79973
ENSG00000249641.2	0.27895066295902	3.98557139225044	1.36242970521794	0.17342371640461	0.202502378717617	-6.7676766969674	HOXC13-AS	100874366
ENSG00000037749.12	-0.134224059717405	4.62746458444153	-1.36239558315864	0.17343447489403	0.202502700876571	-6.76772304382903	MFAP3	4238
ENSG00000162931.12	0.265216449514761	2.44460387979629	1.36225766382687	0.173477965158934	0.202529884943786	-6.76791036330834	TRIM17	51127
ENSG00000189420.8	0.187089484213599	1.33927806273162	1.36225525495214	0.173478724824766	0.202529884943786	-6.7679136348296	ZFP92	139735
ENSG00000178498.16	0.125700851802272	6.07757646955387	1.36086676262227	0.173917016091911	0.203029303653827	-6.76979840418178	DTX3	196403
ENSG00000142178.9	-0.419205632682455	0.775949956438402	-1.36077733610044	0.173945272831297	0.203050019974318	-6.76991972807182	SIK1	150094
ENSG00000128394.17	0.133264690789414	4.12872640852141	1.36072944634146	0.173960406314284	0.203055415660383	-6.76998469626994	APOBEC3F	200316
ENSG00000109861.17	0.181953018432613	6.61467982314288	1.36055992146099	0.174013985223093	0.203105683435425	-6.77021465879714	CTSC	1075
ENSG00000149743.14	0.0872920842910347	7.02217176779056	1.36013362236733	0.174148773051465	0.203238446070694	-6.77079281255249	TRPT1	83707
ENSG00000113838.13	0.0829132384600449	5.66067612260447	1.35957512063571	0.174325479075615	0.203432379170154	-6.77154998869619	TBCCD1	55171
ENSG00000168589.15	0.266274087624502	4.76595509025812	1.35935172487469	0.174396197467665	0.203502612061634	-6.77185276577568	DYNLRB2	83657
ENSG00000126814.7	-0.072758408343858	5.70134766851564	-1.35909434906714	0.174477699219447	0.203585418792055	-6.77220153593822	TRMT5	57570
ENSG00000084072.17	0.098253161617103	5.68174470858055	1.35848157964836	0.174671856122868	0.203799656736218	-6.77303163563297	PPIE	10450
ENSG00000118156.12	0.232868811267234	1.65234779764191	1.3579769793645	0.174831860747347	0.203974023790147	-6.77371492212492	ZNF541	84215
ENSG00000162670.11	0.592196959443758	-0.668984753383598	1.35782330172032	0.1748806124366	0.204018580291698	-6.77392296902131	BRINP3	339479
ENSG00000253352.10	0.0755204751086682	7.34706670444458	1.3574221247435	0.175007927093964	0.204154778719879	-6.77446596697838	TUG1	55000
ENSG00000104313.20	-0.338138675874009	-0.245499656329928	-1.35590173872084	0.175491054894841	0.204693648017059	-6.77652237808177	EYA1	2138
ENSG00000188153.14	0.260954778072641	5.34121866128121	1.35506012592631	0.175758919487361	0.204985553319006	-6.77765972201097	COL4A5	1287
ENSG00000129566.13	0.0835798456726724	5.70883385700222	1.35504876399746	0.175762537797702	0.204985553319006	-6.7776750715548	TEP1	7011
ENSG00000167930.17	0.0798560855377478	7.17068320436021	1.35482583927118	0.175833541477679	0.205055982750728	-6.77797620865709	FAM234A	83986
ENSG00000204923.4	-0.0976175719938816	3.01023865330759	-1.35468763143621	0.175877572768809	0.20509495054617	-6.77816288146446	FBXO48	554251
ENSG00000083799.18	0.0937156626937906	6.137103981488	1.35459567397588	0.175906873831123	0.205104357114295	-6.7782870748966	CYLD	1540
ENSG00000073861.3	-0.243783957146655	2.16443215491167	-1.3540374292612	0.176084829600639	0.205299459123975	-6.77904083386479	TBX21	30009
ENSG00000155011.9	-0.19991494561734	3.46068660369325	-1.35371311665627	0.176188274844936	0.205407670093812	-6.77947858852945	DKK2	27123
ENSG00000164209.17	-0.0666530367617353	6.64527979172572	-1.35367738353145	0.176199675332761	0.205408564846918	-6.77952681444142	SLC25A46	91137
ENSG00000180530.11	-0.188913095717613	6.82320658914912	-1.35328804871357	0.176323926507139	0.205541009670825	-6.78005218387255	NRIP1	8204
ENSG00000198783.6	0.0877698934062943	7.50586975366917	1.35260296257211	0.176542721738254	0.205783641980305	-6.7809762755774	ZNF830	91603
ENSG00000091844.8	0.137464153281583	1.11458913876989	1.35250657654375	0.176573520700129	0.205807123982448	-6.78110625035163	RGS17	26575
ENSG00000137266.15	-0.147358225708465	4.88372507523859	-1.35240855891079	0.176604845134868	0.205831215584638	-6.78123841585657	SLC22A23	63027
ENSG00000108306.13	-0.126240446779583	5.30926073191306	-1.35221063282743	0.17666811091788	0.205892529362428	-6.78150526734273	FBXL20	84961
ENSG00000112218.9	0.226214648791985	0.878337416459578	1.35161960406272	0.176857130107496	0.206100382422429	-6.78230188339581	GPR63	81491
ENSG00000142751.15	-0.0677062704901861	5.6862031145385	-1.35120914453186	0.176988489545541	0.20624102069253	-6.78285491580392	GPN2	54707
ENSG00000153574.9	0.070175171121637	8.39769367384607	1.35085206009688	0.177102826559671	0.206361807315262	-6.78333589726881	RPIA	22934
ENSG00000114315.4	0.135265964366302	9.49227656539054	1.35059150744715	0.177186289257983	0.206446606506979	-6.78368677358872	HES1	3280
ENSG00000178026.13	-0.167591308522426	5.2778137806971	-1.3505019995726	0.177214968042391	0.20646215835673	-6.78380729487852	LRRC75B	388886
ENSG00000237036.5	0.110790203166929	3.75209634183774	1.35048313745836	0.177221012002863	0.20646215835673	-6.78383269147669	ZEB1-AS1	220930
ENSG00000254681.6	-0.297333871293151	-0.735274402992259	-1.34934625799466	0.177585584760097	0.206874409117503	-6.78536277283381	PKD1P5	348156
ENSG00000105887.11	-0.0668752083374851	9.28596357264743	-1.34815803995127	0.177967218305088	0.207306483551477	-6.78696057745841	MTPN	136319
ENSG00000099797.15	0.100137653612093	7.45672882250683	1.34804209884634	0.178004489156365	0.207337396534377	-6.7871164091722	TECR	9524
ENSG00000134480.16	-0.0899635887255562	5.54534757466263	-1.34664710712704	0.178453384697941	0.20782267214823	-6.78899031447162	CCNH	902
ENSG00000152894.15	-0.169084165948012	7.11701597257345	-1.34625475065741	0.1785797933233	0.207957348087258	-6.78951702245731	PTPRK	5796
ENSG00000156639.12	0.0678006849431706	8.16497220124728	1.34592402083604	0.178686399024328	0.208068948544423	-6.78996088276377	ZFAND3	60685
ENSG00000100991.12	0.070868602849099	9.20996620014636	1.34468377540781	0.179086595586611	0.208509815184555	-6.7916244033109	TRPC4AP	26133
ENSG00000107643.16	0.0767983086924737	5.78528538031167	1.3441499227128	0.179259062083477	0.20869803901215	-6.79233998091727	MAPK8	5599
ENSG00000111144.10	-0.0851203240648737	7.09983647293001	-1.34391638977398	0.179334546139305	0.208773337490605	-6.79265292014739	LTA4H	4048
ENSG00000116459.11	0.0594984053244357	9.29893268320477	1.34366148589233	0.179416964872576	0.208856699452149	-6.79299443510456	ATP5PB	515
ENSG00000161021.13	-0.0820961137834047	6.64769757916505	-1.34277810146315	0.179702810139083	0.209176842990287	-6.79417747618021	MAML1	9794
ENSG00000118965.16	-0.0960012340309858	5.34872372845551	-1.34258653207453	0.179764842819471	0.209236442344191	-6.79443392642738	WDR35	57539
ENSG00000171202.7	0.0829085404357686	9.03302116087426	1.34228703671593	0.179861855288454	0.209336746623832	-6.79483478208454	TMEM126A	84233
ENSG00000179348.12	-0.258685342037767	3.78513054724616	-1.34182104829202	0.180012875645445	0.209499893470613	-6.79545830114662	GATA2	2624
ENSG00000142089.16	0.147310479480548	11.2092305019852	1.34126435547116	0.180193415747018	0.209697373819331	-6.79620290525175	IFITM3	10410
ENSG00000224687.2	-0.121566222059233	2.30200978129341	-1.33998731533016	0.180608079557814	0.210154612751346	-6.79790984698109	RASAL2-AS1	100302401
ENSG00000107223.13	-0.066828491419515	11.6929825372047	-1.33953797343122	0.180754152717055	0.210311914845996	-6.7985100698348	EDF1	8721
ENSG00000198929.13	-0.250431552550228	2.49859258201217	-1.3385190267554	0.181085719963033	0.210685011939646	-6.79987041785884	NOS1AP	9722
ENSG00000214535.3	-0.132226337015378	6.13096499677541	-1.33740623452376	0.181448341227397	0.211094191859732	-6.80135487711275	RPS15AP1	92682
ENSG00000103449.12	0.234361778428895	1.05858601975305	1.33719862614362	0.181516053473057	0.211160250571632	-6.80163168956956	SALL1	6299
ENSG00000196743.9	-0.0946536975614976	8.24507674113642	-1.33710527519238	0.181546506354718	0.211175262732446	-6.80175614413483	GM2A	2760
ENSG00000251602.7	0.159598472143049	3.93178158805416	1.3350313131985	0.182224052632177	0.211945586654729	-6.80451889838234	MTA1-DT	100507437
ENSG00000172809.13	-0.106405253917749	10.0370418631441	-1.33277954277122	0.182961812656982	0.212790866761443	-6.80751367827981	RPL38	6169
ENSG00000103534.17	0.41312049264335	4.92858507475826	1.33238901200581	0.183089989764171	0.212927121923079	-6.80803255895786	TMC5	79838
ENSG00000080819.9	0.0867363440875189	5.93525495892	1.33158202033149	0.183355065761659	0.213222559618573	-6.80910429277397	CPOX	1371
ENSG00000106686.16	0.221337001590032	1.22600280654355	1.33097710984084	0.183553949995854	0.213440992356583	-6.80990722653955	SPATA6L	55064
ENSG00000157764.14	0.0812867883246376	5.37689825377535	1.33066003799118	0.183658261730042	0.213549434218187	-6.81032794978423	BRAF	673
