genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000162419.13	ENSG00000162419.13	0.0114001705806935	4.51092622341125	0.830128027780138	0.851686931895306	GMEB1	10691
ENSG00000143184.5	ENSG00000143184.5	-0.0334727240348349	-0.358431123369438	0.830357028500036	0.851831399105926	XCL1	6375
ENSG00000083844.10	ENSG00000083844.10	-0.0152569556622459	5.5260167834927	0.830627573534561	0.852063692945021	ZNF264	9422
ENSG00000109452.12	ENSG00000109452.12	0.037563755119273	6.23870021108189	0.830888762899438	0.852231560616714	INPP4B	8821
ENSG00000180061.10	ENSG00000180061.10	-0.0289178702945503	0.33904007206703	0.83094331909763	0.852231560616714	TMEM150B	284417
ENSG00000225973.4	ENSG00000225973.4	0.0154199632478454	2.37799012636338	0.83096768173602	0.852231560616714	PIGBOS1	101928527
ENSG00000236699.9	ENSG00000236699.9	0.0453362342935824	4.06540175701996	0.830896990684982	0.852231560616714	ARHGEF38	54848
ENSG00000131848.9	ENSG00000131848.9	0.0193658883529644	2.06793595090812	0.831429961026435	0.85266040171517	ZSCAN5A	79149
ENSG00000171608.16	ENSG00000171608.16	0.0292785914101953	4.44589537311498	0.831611831890623	0.852801643935824	PIK3CD	5293
ENSG00000244398.1	ENSG00000244398.1	-0.0224203282568009	3.10936235042093	0.832417594091076	0.853537318612071	RPL36AP37	729362
ENSG00000150456.11	ENSG00000150456.11	-0.0134607762264506	3.13709850802351	0.833101706076284	0.854102783950626	EEF1AKMT1	221143
ENSG00000130811.12	ENSG00000130811.12	0.0175889543407271	6.77120103945778	0.833309912459763	0.854270902616095	EIF3G	8666
ENSG00000278540.5	ENSG00000278540.5	-0.0188664974720698	7.0033844378281	0.834807967970347	0.855761227129273	ACACA	31
ENSG00000047365.12	ENSG00000047365.12	-0.020935987097512	4.28085771051602	0.835676671278253	0.856606279091228	ARAP2	116984
ENSG00000164251.5	ENSG00000164251.5	-0.0233789033190822	3.56448997928149	0.836521857118561	0.857427136192304	F2RL1	2150
ENSG00000179397.18	ENSG00000179397.18	0.0278374580499736	0.454317586672305	0.836677423356717	0.857495594694947	CATSPERE	257044
ENSG00000112218.9	ENSG00000112218.9	0.0408173547903517	0.739761737181512	0.83721382491121	0.857910875157702	GPR63	81491
ENSG00000266256.3	ENSG00000266256.3	0.048375580627571	0.734951107567032	0.837215851458381	0.857910875157702	LINC00908	284276
ENSG00000180008.9	ENSG00000180008.9	-0.0130324857289856	4.94807160970065	0.838117643118927	0.858789403796288	SOCS4	122809
ENSG00000198586.14	ENSG00000198586.14	-0.012648396541827	6.34375762855379	0.838311559883494	0.858942543430006	TLK1	9874
ENSG00000072832.15	ENSG00000072832.15	-0.0231689923258216	4.02743578943768	0.838737044703151	0.859332921218535	CRMP1	1400
ENSG00000164219.10	ENSG00000164219.10	-0.0132150714730029	5.27087172408054	0.83885915666428	0.859366876408791	PGGT1B	5229
ENSG00000268758.7	ENSG00000268758.7	-0.0280331114258765	-0.997071643231398	0.839226440975508	0.859697549409527	ADGRE4P	326342
ENSG00000157538.14	ENSG00000157538.14	-0.00978239206896102	5.71932266344789	0.839407382744157	0.859837309499529	VPS26C	10311
ENSG00000067560.13	ENSG00000067560.13	-0.00893357890240058	9.21467875083238	0.83952103402557	0.859882016960978	RHOA	387
ENSG00000226864.2	ENSG00000226864.2	0.040003057766651	-0.473644511544458	0.839540051863599	0.859882016960978	ATE1-AS1	100130887
ENSG00000181315.11	ENSG00000181315.11	-0.016089637472558	3.05918596341553	0.839691886733079	0.859991934466633	ZNF322	79692
ENSG00000131323.16	ENSG00000131323.16	-0.013290840355043	5.08360065373206	0.840736050065086	0.86097004957365	TRAF3	7187
ENSG00000160294.11	ENSG00000160294.11	0.0205388434857186	5.9518866909424	0.840697297542874	0.86097004957365	MCM3AP	8888
ENSG00000143147.14	ENSG00000143147.14	0.0304498895813668	4.28107938122464	0.840887536256996	0.861079534874776	GPR161	23432
ENSG00000177058.12	ENSG00000177058.12	-0.0122589149811921	3.63782903545411	0.840960861432395	0.861108974936447	SLC38A9	153129
ENSG00000204103.4	ENSG00000204103.4	-0.0170116056121172	6.17218554713515	0.842126248820464	0.862256578932195	MAFB	9935
ENSG00000062650.19	ENSG00000062650.19	0.0142976025096551	6.51528172353424	0.842199785905051	0.862286170453348	WAPL	23063
ENSG00000248858.7	ENSG00000248858.7	0.0352663027265968	-0.575241211839837	0.84231875214902	0.862362269013449	FLJ46284	441369
ENSG00000135316.19	ENSG00000135316.19	-0.0127340143670537	7.63575405169794	0.842490533023744	0.862492428031409	SYNCRIP	10492
ENSG00000128283.7	ENSG00000128283.7	0.0247082899327216	6.38162560762025	0.842726724268406	0.862688509322085	CDC42EP1	11135
ENSG00000115271.11	ENSG00000115271.11	-0.0140282057952072	4.50486956451947	0.843739146636973	0.863679145545414	GCA	25801
ENSG00000100348.10	ENSG00000100348.10	-0.0113427859629832	6.2149105453483	0.843797965975984	0.863693589080913	TXN2	25828
ENSG00000120800.5	ENSG00000120800.5	-0.0150717883401293	5.51283329933718	0.845760283236059	0.865656307701292	UTP20	27340
ENSG00000165125.22	ENSG00000165125.22	0.0565709231215525	3.84003780123432	0.846814676477798	0.866619727386908	TRPV6	55503
ENSG00000213759.10	ENSG00000213759.10	-0.0484938546507314	4.78583681988914	0.846836142141146	0.866619727386908	UGT2B11	10720
ENSG00000276293.4	ENSG00000276293.4	-0.0159713072646256	6.99650569218928	0.846910043434484	0.866649444807043	PIP4K2B	8396
ENSG00000196177.13	ENSG00000196177.13	-0.0250815772071642	6.89366538929225	0.847816865194903	0.86753144773744	ACADSB	36
ENSG00000074966.11	ENSG00000074966.11	-0.0280214553587701	-0.0842236733332899	0.848152779348949	0.867829205056303	TXK	7294
ENSG00000184584.13	ENSG00000184584.13	-0.0148525408284191	5.70990444049069	0.848705232551314	0.868302493508436	STING1	340061
ENSG00000171219.9	ENSG00000171219.9	-0.0182339601381407	5.34197912045963	0.84876935984204	0.868322114782001	CDC42BPG	55561
ENSG00000198833.7	ENSG00000198833.7	0.0135161152633227	6.59516546263786	0.848814545693507	0.86832235721813	UBE2J1	51465
ENSG00000058729.11	ENSG00000058729.11	-0.00984847100983512	4.78760172642222	0.848880399634572	0.868343741601306	RIOK2	55781
ENSG00000136478.8	ENSG00000136478.8	0.0173549961188659	6.7602334145589	0.848956762376942	0.868375872900443	TEX2	55852
ENSG00000167741.11	ENSG00000167741.11	0.0403699585774754	4.49353061134306	0.849360173961037	0.868742512870192	GGT6	124975
ENSG00000177842.12	ENSG00000177842.12	-0.0168902104998014	2.06033879791954	0.849423025693571	0.868760801056142	ZNF620	253639
ENSG00000122376.12	ENSG00000122376.12	0.0123941847108508	5.27430116163814	0.849500949704474	0.868794501900102	SHLD2	54537
ENSG00000122692.9	ENSG00000122692.9	-0.00884647429940395	6.51501815892438	0.849999315399035	0.869212152605927	SMU1	55234
ENSG00000165660.8	ENSG00000165660.8	0.011135062182706	4.83823837148201	0.849985200423039	0.869212152605927	ABRAXAS2	23172
ENSG00000007933.13	ENSG00000007933.13	0.0506973314498297	2.63557479003248	0.851092491900797	0.870237906025491	FMO3	2328
ENSG00000163864.17	ENSG00000163864.17	-0.0227325392422298	3.4251683838035	0.851082454594129	0.870237906025491	NMNAT3	349565
ENSG00000128694.12	ENSG00000128694.12	0.0129603074294307	3.23169692377179	0.851234092319253	0.870336625141491	OSGEPL1	64172
ENSG00000012223.13	ENSG00000012223.13	0.0738607237943423	10.0793797869169	0.851524306209326	0.870541201701511	LTF	4057
ENSG00000113812.14	ENSG00000113812.14	-0.00962842930108435	4.70148328243281	0.852020014280122	0.87100188579475	ACTR8	93973
ENSG00000132429.10	ENSG00000132429.10	-0.0364889317208987	-0.385318424709124	0.8526784466294	0.871582741520014	POPDC3	64208
ENSG00000144559.10	ENSG00000144559.10	-0.00998779353617822	3.37135381123249	0.853056110515216	0.871922642483224	TAMM41	132001
ENSG00000173064.13	ENSG00000173064.13	-0.0138381600718472	6.3314692163074	0.854594019231723	0.873448350008911	HECTD4	283450
ENSG00000100376.12	ENSG00000100376.12	-0.0148164057981909	4.44838389851247	0.856156814252925	0.87495304119653	FAM118A	55007
ENSG00000149548.15	ENSG00000149548.15	-0.0174220677253438	2.31710892773554	0.856212931967498	0.874964103880032	CCDC15	80071
ENSG00000181656.7	ENSG00000181656.7	0.070695467131242	1.17473303332499	0.856338247453788	0.875045874864442	GPR88	54112
ENSG00000109927.11	ENSG00000109927.11	0.0268142240244207	0.662668204091326	0.856659963958664	0.875328318192821	TECTA	7007
ENSG00000143125.6	ENSG00000143125.6	0.112923873782899	-0.425507943793202	0.85689179968317	0.875518897037049	PROK1	84432
ENSG00000222019.7	ENSG00000222019.7	-0.0202339735084621	-0.821509677131229	0.85698296907236	0.87556573918658	URAHP	100130015
ENSG00000178977.3	ENSG00000178977.3	-0.0180679970182026	2.07506461352921	0.857517856506632	0.876065892008838	LINC00324	284029
ENSG00000155749.13	ENSG00000155749.13	-0.023472688299793	-0.800027671310201	0.858030417190708	0.876543183463252	FLACC1	130540
ENSG00000164037.17	ENSG00000164037.17	0.0263066289253943	-0.483513892601003	0.85879563226623	0.87727851642531	SLC9B1	150159
ENSG00000182841.12	ENSG00000182841.12	-0.0168259940329905	2.36755018147079	0.859965790798656	0.87842740834647	RRP7BP	91695
ENSG00000048052.22	ENSG00000048052.22	-0.0259765326068123	4.00323731720329	0.86002279341611	0.878439185915107	HDAC9	9734
ENSG00000115548.17	ENSG00000115548.17	-0.011103103237744	6.29682913392433	0.861047527140539	0.879439363926242	KDM3A	55818
ENSG00000261879.7	ENSG00000261879.7	-0.0187695014764119	1.06292164424011	0.861452586698006	0.879806559335558	ZNF594-DT	100130950
ENSG00000132434.9	ENSG00000132434.9	0.0135027418307004	4.94954949607735	0.861861871723694	0.880145875807878	LANCL2	55915
ENSG00000265018.6	ENSG00000265018.6	-0.0273196964890844	-0.399694999758324	0.86234952578437	0.880582944238421	AGAP12P	414224
ENSG00000178502.6	ENSG00000178502.6	0.0287721245474148	2.97735126845788	0.863240664001376	0.881399743508382	KLHL11	55175
ENSG00000081181.8	ENSG00000081181.8	0.0257269632883712	1.29106568354877	0.864116764134871	0.882210847537136	ARG2	384
ENSG00000108839.12	ENSG00000108839.12	0.026826575126267	0.623400549085453	0.864126392851107	0.882210847537136	ALOX12	239
ENSG00000181773.7	ENSG00000181773.7	-0.0211437953001763	0.0423288785783354	0.864473808810007	0.882518894392629	GPR3	2827
ENSG00000099817.12	ENSG00000099817.12	0.0134265933569121	6.87547652980016	0.865535973115487	0.883556538186693	POLR2E	5434
ENSG00000180304.14	ENSG00000180304.14	0.00899247021495185	6.53508656077697	0.865655639963557	0.883632002790805	OAZ2	4947
ENSG00000184451.5	ENSG00000184451.5	0.0323405011141498	-0.724080115604476	0.865921758853406	0.883856944812961	CCR10	2826
ENSG00000085788.14	ENSG00000085788.14	0.0267336647463851	6.35927071409938	0.86597366257689	0.88386322257412	DDHD2	23259
ENSG00000170915.9	ENSG00000170915.9	0.0184747289453827	3.63253755206731	0.866356750023492	0.884207507235514	PAQR8	85315
ENSG00000130559.19	ENSG00000130559.19	0.0123758036226287	5.59690059903932	0.866882883351224	0.884697741062864	CAMSAP1	157922
ENSG00000227191.8	ENSG00000227191.8	0.0390377581781116	0.7413241495059	0.867326088182521	0.885056540674552	TRGC2	6967
ENSG00000270629.6	ENSG00000270629.6	-0.0133843521057766	3.25674648397643	0.867315824078892	0.885056540674552	NBPF14	25832
ENSG00000250959.2	ENSG00000250959.2	0.0217865631230973	0.900258549240003	0.867533436164911	0.885221366988895	GLUD1P3	2749
ENSG00000161921.17	ENSG00000161921.17	0.0181652059258436	6.23244451480472	0.867719768870397	0.885364733271976	CXCL16	58191
ENSG00000148225.16	ENSG00000148225.16	-0.0149298834175524	3.64722472132797	0.868291953257504	0.88590176154159	WDR31	114987
ENSG00000241244.1	ENSG00000241244.1	0.0648740077574549	0.846722561532961	0.868519688119419	0.886087316350195	IGKV1D-16	28901
ENSG00000173451.7	ENSG00000173451.7	-0.0120374396517324	2.71273893174439	0.868778324163843	0.886304376119409	THAP2	83591
ENSG00000108559.12	ENSG00000108559.12	0.0117337280892623	5.14107487777995	0.86922772894191	0.886702681102067	NUP88	4927
ENSG00000109861.17	ENSG00000109861.17	-0.0175335926854779	6.75796914662327	0.869306453949273	0.886702681102067	CTSC	1075
ENSG00000160789.22	ENSG00000160789.22	0.017530805584095	8.96656168017375	0.86928882433121	0.886702681102067	LMNA	4000
ENSG00000134452.20	ENSG00000134452.20	0.0111826938917584	6.04827035373552	0.869704269261049	0.886967958694169	FBH1	84893
ENSG00000282639.1	ENSG00000282639.1	0.0732102817867225	2.77427392869813	0.869664079060135	0.886967958694169	IGHV3-64D	102723170
ENSG00000166747.13	ENSG00000166747.13	-0.0108806159883651	7.01648560400813	0.869871078932308	0.887091247575058	AP1G1	164
ENSG00000065320.9	ENSG00000065320.9	0.0294413966064963	4.48743557247139	0.869925021365155	0.88709942793138	NTN1	9423
ENSG00000136630.13	ENSG00000136630.13	-0.0167305501901219	1.67860091508297	0.870047629425676	0.887177624979953	HLX	3142
ENSG00000108591.10	ENSG00000108591.10	0.0108832184795653	4.55550880477849	0.870181501062506	0.887267298507626	DRG2	1819
ENSG00000129128.13	ENSG00000129128.13	0.0113605325240641	7.00959545005611	0.870341756080288	0.88738386256183	SPCS3	60559
ENSG00000135048.14	ENSG00000135048.14	0.0186020968744	6.34913550176879	0.870509061874626	0.887507602770426	CEMIP2	23670
ENSG00000152242.11	ENSG00000152242.11	-0.00998753079374012	5.22099286425155	0.872030405913725	0.889011735787712	C18orf25	147339
ENSG00000149150.9	ENSG00000149150.9	0.0236589809798306	4.12332274057368	0.87318620168488	0.890143063015752	SLC43A1	8501
ENSG00000186088.16	ENSG00000186088.16	-0.0122666284157601	4.48776608731096	0.873451566770697	0.890366596320845	GSAP	54103
ENSG00000124222.22	ENSG00000124222.22	0.0125667634310893	6.1219314183653	0.873567239010837	0.890437522330696	STX16	8675
ENSG00000135622.13	ENSG00000135622.13	0.012449536892079	3.92855442728142	0.87377134849474	0.890598581238927	SEMA4F	10505
ENSG00000177042.14	ENSG00000177042.14	0.0144643173112774	4.56625782194549	0.873972771996224	0.890756885587372	TMEM80	283232
ENSG00000237036.5	ENSG00000237036.5	0.0151171585773893	2.23541558085233	0.874901460757272	0.891609327859727	ZEB1-AS1	220930
ENSG00000146350.14	ENSG00000146350.14	-0.0145214133204156	2.90476349012563	0.875037966097281	0.891654363807748	TBC1D32	221322
ENSG00000169288.18	ENSG00000169288.18	-0.00891570892433045	4.30531845189515	0.875002478197878	0.891654363807748	MRPL1	65008
ENSG00000162913.10	ENSG00000162913.10	0.0294598607994465	0.534359235786635	0.87519481464867	0.891720117583492	OBSCN-AS1	574407
ENSG00000184381.20	ENSG00000184381.20	-0.0149295708487468	3.90718248234656	0.875150838916674	0.891720117583492	PLA2G6	8398
ENSG00000137975.8	ENSG00000137975.8	0.0762429017251588	4.98768632091797	0.875307188565624	0.891787578118808	CLCA2	9635
ENSG00000059758.8	ENSG00000059758.8	0.0147018595416647	5.58115046550238	0.875373705040027	0.891808313150682	CDK17	5128
ENSG00000231887.7	ENSG00000231887.7	0.029630156986988	-1.09143295306219	0.876108207351855	0.892509536973218	PRH1	5554
ENSG00000224046.2	ENSG00000224046.2	-0.0145564233218172	-0.261975868420734	0.876439930856295	0.892800389384197	DMTF1-AS1	101927420
ENSG00000148288.13	ENSG00000148288.13	0.0195539321153968	2.34457553755596	0.876508273220277	0.892822927607134	GBGT1	26301
ENSG00000083099.11	ENSG00000083099.11	0.0111130997863054	5.451035800257	0.876880371718362	0.893060682246695	LYRM2	57226
ENSG00000102317.18	ENSG00000102317.18	-0.00870929956370123	8.13643752471677	0.877422408914517	0.89356561207289	RBM3	5935
ENSG00000165630.14	ENSG00000165630.14	0.0113879342365582	2.58051490634718	0.877721988834116	0.893823583568658	PRPF18	8559
ENSG00000185565.12	ENSG00000185565.12	0.0379351235892195	2.55629146478089	0.877845546271395	0.893902285745128	LSAMP	4045
ENSG00000169371.14	ENSG00000169371.14	0.0101115203417378	3.4050397340267	0.877893221348871	0.89390371336799	SNUPN	10073
ENSG00000134758.14	ENSG00000134758.14	0.0128649008566971	4.68029825080084	0.878644477484506	0.894621515629879	RNF138	51444
ENSG00000088882.8	ENSG00000088882.8	-0.0197589807487362	5.42334919810427	0.878701424574988	0.894632345311459	CPXM1	56265
ENSG00000154016.14	ENSG00000154016.14	0.0246549328270657	-0.331005097919033	0.87969541138146	0.895597151887591	GRAP	10750
ENSG00000197798.9	ENSG00000197798.9	0.0098934159871268	3.83994938740185	0.879752145659254	0.895607712365381	FAM118B	79607
ENSG00000144560.15	ENSG00000144560.15	0.0143547194554433	5.75880379944618	0.879994724325419	0.895807455578776	VGLL4	9686
ENSG00000083168.11	ENSG00000083168.11	0.018479699528399	6.82294796559931	0.880554639285861	0.896330199268851	KAT6A	7994
ENSG00000135436.8	ENSG00000135436.8	0.026529817786017	-0.92378086482842	0.88124967395712	0.896990421070848	FAM186B	84070
ENSG00000248489.2	ENSG00000248489.2	0.024010488648595	-0.596016096045672	0.881528741480752	0.89722719852082	LOC100289230	100289230
ENSG00000022976.15	ENSG00000022976.15	-0.0103540417102455	3.16732799210383	0.882184693251304	0.897847526696628	ZNF839	55778
ENSG00000171202.7	ENSG00000171202.7	-0.00880914530362556	3.96304861403989	0.882715812261691	0.898340747090472	TMEM126A	84233
ENSG00000166484.20	ENSG00000166484.20	-0.00897414892548952	4.17603465227239	0.883024704958738	0.898560432490145	MAPK7	5598
ENSG00000198242.14	ENSG00000198242.14	-0.0108673067025825	7.39583041137191	0.8829998063771	0.898560432490145	RPL23A	6147
ENSG00000156253.7	ENSG00000156253.7	-0.00823450252639486	4.56418146854513	0.88316672286235	0.898657611390828	RWDD2B	10069
ENSG00000205045.11	ENSG00000205045.11	0.0329898187356593	-0.307302357109138	0.883401356326649	0.898849015143696	SLFN12L	100506736
ENSG00000235703.6	ENSG00000235703.6	-0.0179654076972884	1.75842635649916	0.883878474748155	0.899287110927733	EOLA2-DT	100272228
ENSG00000187105.9	ENSG00000187105.9	0.0218089012629545	0.668322503748728	0.884089983068396	0.899454934322481	HEATR4	399671
ENSG00000253846.2	ENSG00000253846.2	-0.0188839052331512	2.13507370185555	0.88539445461484	0.900687207701394	PCDHGA10	56106
ENSG00000197324.9	ENSG00000197324.9	-0.00929024076169913	8.04151383709743	0.885777356475603	0.901029275572413	LRP10	26020
ENSG00000106080.11	ENSG00000106080.11	-0.0101453846012081	4.57409193017497	0.886221999184608	0.901434108058564	FKBP14	55033
ENSG00000180479.14	ENSG00000180479.14	-0.0108442042847504	2.54665993023485	0.886341750867022	0.901508447493768	ZNF571	51276
ENSG00000145868.17	ENSG00000145868.17	-0.00880812286911745	5.53632499336663	0.88649511133015	0.901569495165877	FBXO38	81545
ENSG00000171843.17	ENSG00000171843.17	-0.0141317850295718	4.66461016501015	0.886602927466752	0.901631677869168	MLLT3	4300
ENSG00000140905.11	ENSG00000140905.11	0.0176905885584327	0.259739860786092	0.887032427900129	0.90202097395245	GCSH	2653
ENSG00000144134.18	ENSG00000144134.18	0.0135971311583615	3.33618592337001	0.887196169087191	0.902139993390165	RABL2A	11159
ENSG00000130997.16	ENSG00000130997.16	0.0258545706905823	0.52551779873873	0.887618181867994	0.902521608364962	POLN	353497
ENSG00000033030.15	ENSG00000033030.15	-0.00750724082798297	4.96404364002577	0.887761656791419	0.902619983468244	ZCCHC8	55596
ENSG00000169762.17	ENSG00000169762.17	0.0138049388365429	5.45070056133018	0.888390067357929	0.903211374202435	TAPT1	202018
ENSG00000143674.11	ENSG00000143674.11	0.0283430590194509	3.25698856878406	0.889590700600702	0.904336849666072	MAP3K21	84451
ENSG00000161798.7	ENSG00000161798.7	-0.0248628731226631	4.04163354083762	0.890478954236736	0.905144563953974	AQP5	362
ENSG00000215908.10	ENSG00000215908.10	-0.012415727342605	4.22243386585344	0.890937279481275	0.905562788857164	CROCCP2	84809
ENSG00000176293.20	ENSG00000176293.20	0.0205224800948877	3.69869761174891	0.891144055800953	0.905725304885716	ZNF135	7694
ENSG00000154485.5	ENSG00000154485.5	-0.0161591429840527	-0.741719537325864	0.89135843960884	0.905895535372663	MMP21	118856
ENSG00000169992.10	ENSG00000169992.10	-0.00996353931091633	5.1603154937597	0.891735000574544	0.906182890115678	NLGN2	57555
ENSG00000189339.12	ENSG00000189339.12	0.0146709932337824	6.00919764410169	0.891858454967621	0.906260671877571	SLC35E2B	728661
ENSG00000068831.19	ENSG00000068831.19	-0.0175687264915205	2.71280319909559	0.892635239805468	0.906954586996372	RASGRP2	10235
ENSG00000211668.2	ENSG00000211668.2	0.0488886690776588	4.81399735839849	0.892631264916018	0.906954586996372	IGLV2-11	28816
ENSG00000136147.18	ENSG00000136147.18	-0.00802149160796718	5.22324903094517	0.893007405105746	0.907285003251961	PHF11	51131
ENSG00000106571.15	ENSG00000106571.15	0.0201713041631029	6.26213487945714	0.893829462174329	0.908024692379243	GLI3	2737
ENSG00000173535.15	ENSG00000173535.15	0.0300509991422183	0.145723582170764	0.89382717061679	0.908024692379243	TNFRSF10C	8794
ENSG00000163867.17	ENSG00000163867.17	-0.00636030111604911	3.78625051811392	0.894124947850994	0.908277106935137	ZMYM6	9204
ENSG00000154328.16	ENSG00000154328.16	0.0119980252800863	4.63482259895082	0.894356001101841	0.908416279998179	NEIL2	252969
ENSG00000127870.17	ENSG00000127870.17	0.0106448174248862	5.53695097012775	0.895783138014309	0.909818015781305	RNF6	6049
ENSG00000123106.10	ENSG00000123106.10	0.0112571842368173	5.07164372767546	0.896087728790566	0.910079530244265	CCDC91	55297
ENSG00000160908.15	ENSG00000160908.15	0.0070430672504916	4.49542868366113	0.896246633924491	0.910193064564889	ZNF394	84124
ENSG00000233654.2	ENSG00000233654.2	0.0221154179658134	-0.0628312902336515	0.896544713197066	0.910447919336641	NEMP2-DT	105376748
ENSG00000106125.14	ENSG00000106125.14	-0.0150001888498087	-0.0636537653368923	0.896939221687084	0.910800666765721	MINDY4	84182
ENSG00000151690.15	ENSG00000151690.15	0.014492226666067	6.33297598326394	0.897096546249219	0.91091254036491	MFSD6	54842
ENSG00000112039.5	ENSG00000112039.5	0.0157570864930234	3.04540233943772	0.897276014654718	0.911046885898236	FANCE	2178
ENSG00000139631.19	ENSG00000139631.19	0.0208755550466553	4.92143954615849	0.897529232598395	0.911256094777726	CSAD	51380
ENSG00000104689.10	ENSG00000104689.10	-0.0104614679879677	3.42743126710464	0.898127143315665	0.911815227799665	TNFRSF10A	8797
ENSG00000072062.15	ENSG00000072062.15	-0.00597969746918056	6.90400720162569	0.898373962029481	0.912017877896133	PRKACA	5566
ENSG00000163728.11	ENSG00000163728.11	-0.00975191331716041	5.14143894909042	0.898605839727706	0.912205339561735	TTC14	151613
ENSG00000247400.4	ENSG00000247400.4	-0.0108022352703659	2.1377594567452	0.899330177803959	0.912892668531179	DNAJC3-DT	100289274
ENSG00000111880.16	ENSG00000111880.16	0.00969116954465581	4.5160177489577	0.899409253898543	0.912924966730352	RNGTT	8732
ENSG00000164125.16	ENSG00000164125.16	0.0238323309083857	7.82787311343888	0.899617918348373	0.913088790345919	GASK1B	51313
ENSG00000171487.15	ENSG00000171487.15	0.0827370268236174	0.472038710743766	0.899811401131531	0.913189211823426	NLRP5	126206
ENSG00000188825.14	ENSG00000188825.14	-0.0107563695695026	2.31801044307919	0.899798192086541	0.913189211823426	LINC00910	100130581
ENSG00000125868.16	ENSG00000125868.16	-0.00784215903576676	9.0816646678306	0.900016363861209	0.91334923918212	DSTN	11034
ENSG00000065559.15	ENSG00000065559.15	-0.00946873972159692	5.54848363290647	0.901240793124766	0.914386945980596	MAP2K4	6416
ENSG00000198556.14	ENSG00000198556.14	-0.00876090762566647	3.08237237022388	0.901163847722271	0.914386945980596	ZNF789	285989
ENSG00000205885.7	ENSG00000205885.7	0.0177268020961542	1.95014463465403	0.90116709857037	0.914386945980596	C1RL-AS1	283314
ENSG00000125726.11	ENSG00000125726.11	-0.0167163646295457	-0.108972021457924	0.901408473673415	0.914473736709539	CD70	970
ENSG00000197608.11	ENSG00000197608.11	0.0122686547706549	3.77368732162199	0.901629832043231	0.914602241935052	ZNF841	284371
ENSG00000112599.9	ENSG00000112599.9	-0.0128660058996302	0.803949225816636	0.902128498985398	0.91496394935685	GUCA1B	2979
ENSG00000198919.13	ENSG00000198919.13	0.012549294108441	4.73970860249356	0.902060739374383	0.91496394935685	DZIP3	9666
ENSG00000115935.18	ENSG00000115935.18	-0.0106428246509964	6.1610171849348	0.902501038636271	0.915293735005012	WIPF1	7456
ENSG00000104823.9	ENSG00000104823.9	-0.00951367809246212	6.26600631067839	0.903028372155333	0.915780465814306	ECH1	1891
ENSG00000204599.14	ENSG00000204599.14	0.00685954518122123	3.80934570187198	0.903556920288551	0.916268377224894	TRIM39	56658
ENSG00000140396.13	ENSG00000140396.13	-0.00966026390371907	6.53265196132716	0.904126762013293	0.916749988902624	NCOA2	10499
ENSG00000183186.8	ENSG00000183186.8	0.0331929252346803	0.764444261657434	0.904800042427162	0.917288229840352	C2CD4C	126567
ENSG00000062725.10	ENSG00000062725.10	0.0133154218882168	6.24606466715295	0.905213127895904	0.917658858348713	APPBP2	10513
ENSG00000111670.16	ENSG00000111670.16	0.0103430231048549	6.22555527403402	0.905574118881302	0.917976640003621	GNPTAB	79158
ENSG00000181873.13	ENSG00000181873.13	-0.0084731997204455	3.75908709680018	0.905712460579466	0.918068701515065	IBA57	200205
ENSG00000182963.11	ENSG00000182963.11	0.0151718159474588	3.82730871627928	0.906777388827711	0.919099931652958	GJC1	10052
ENSG00000237973.1	ENSG00000237973.1	-0.0126254965242695	6.52341331517729	0.907364537758888	0.919646806947859	MTCO1P12	107075141
ENSG00000235961.6	ENSG00000235961.6	-0.0159329095694541	0.0423210737744296	0.907465343412569	0.919700724203557	PNMA6A	84968
ENSG00000143878.10	ENSG00000143878.10	0.015952967094666	9.04405578024464	0.908499589335371	0.920700612043893	RHOB	388
ENSG00000277053.4	ENSG00000277053.4	0.0131992339645678	1.27592671222923	0.908879527859846	0.921031213045137	GTF2IP1	2970
ENSG00000243290.3	ENSG00000243290.3	0.0433769744733055	2.83992774506866	0.909409952104807	0.921478177537931	IGKV1-12	28940
ENSG00000101546.13	ENSG00000101546.13	-0.00731619504942157	3.68730337111318	0.909749015294672	0.92177339124423	RBFA	79863
ENSG00000135083.16	ENSG00000135083.16	0.0221865203468202	2.51750857337723	0.910011452940736	0.921990939734051	CCNJL	79616
ENSG00000124557.12	ENSG00000124557.12	-0.0145809801303481	1.6207660443059	0.910275529483993	0.922210125790422	BTN1A1	696
ENSG00000185864.16	ENSG00000185864.16	-0.010741526030494	1.60010269469796	0.911024546326343	0.922920561431239	NPIPB4	440345
ENSG00000177683.14	ENSG00000177683.14	-0.00628131177041454	4.92518064094527	0.91225977140224	0.924123453799081	THAP5	168451
ENSG00000189227.6	ENSG00000189227.6	0.0103833079021402	1.92072403965971	0.912627864804524	0.92444785760022	C15orf61	145853
ENSG00000118096.10	ENSG00000118096.10	0.0107449090091431	5.15513959228028	0.913764116614363	0.925550293873546	IFT46	56912
ENSG00000197111.16	ENSG00000197111.16	-0.0047864693958779	7.37328396776705	0.915001954647954	0.926755505682859	PCBP2	5094
ENSG00000015479.20	ENSG00000015479.20	-0.0113002089060424	1.78852647912312	0.915669158871725	0.927334039899554	MATR3	9782
ENSG00000149633.12	ENSG00000149633.12	0.0199793742855991	3.57603276279508	0.915638606140431	0.927334039899554	KIAA1755	85449
