"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP11-338K13.1","Unmatched","","","",""
"RP11-84A19.2","Unmatched","","","",""
"AC011747.3","Unmatched","","","",""
"AC103563.8","Unmatched","","","",""
"RP11-764K9.2","Unmatched","","","",""
"RP11-972P1.10","Unmatched","","","",""
"C15orf59","Previous symbol","INSYN1","inhibitory synaptic factor 1","HGNC:33753","15q24.1"
"RP11-370A5.2","Unmatched","","","",""
"RP11-118F19.1","Unmatched","","","",""
"RP11-4C20.3","Unmatched","","","",""
"RP11-139H14.5","Unmatched","","","",""
"RP11-215H18.5","Unmatched","","","",""
"RP11-390D11.1","Unmatched","","","",""
"RP11-521I2.3","Unmatched","","","",""
"RP11-791G15.2","Unmatched","","","",""
"RP5-1077I2.3","Unmatched","","","",""
"RP11-650K20.2","Unmatched","","","",""
"RP1-278C19.8","Unmatched","","","",""
"CTD-2538G9.5","Unmatched","","","",""
"RP11-71H17.8","Unmatched","","","",""
"RP11-466H18.1","Unmatched","","","",""
"RP11-21I4.2","Unmatched","","","",""
"AC104651.3","Unmatched","","","",""
"RP11-1099M24.8","Unmatched","","","",""
"RP3-414A15.2","Unmatched","","","",""
"RP11-139E19.3","Unmatched","","","",""
"AC007009.1","Unmatched","","","",""
"AC007128.1","Unmatched","","","",""
"AC005559.3","Unmatched","","","",""
"RP11-57C13.5","Unmatched","","","",""
"AC021016.7","Unmatched","","","",""
"CTD-2336O2.2","Unmatched","","","",""
"AC090154.1","Unmatched","","","",""
"RP11-295P9.6","Unmatched","","","",""
"RP11-248B24.1","Unmatched","","","",""
"AC010207.1","Unmatched","","","",""
"RP11-603J24.7","Unmatched","","","",""
"RP11-203M5.6","Unmatched","","","",""
"RP11-61K9.2","Unmatched","","","",""
"AP000787.1","Unmatched","","","",""
"AC074091.1","Unmatched","","","",""
"RP11-402G3.6","Unmatched","","","",""
"RP11-307P22.1","Unmatched","","","",""
"XXbac-BPG299F13.15","Unmatched","","","",""
"RP1-86D1.4","Unmatched","","","",""
"AL138837.1","Unmatched","","","",""
"RP11-433J22.3","Unmatched","","","",""
"AL356310.1","Unmatched","","","",""
"LINC01183","Previous symbol","CCDC192","coiled-coil domain containing 192","HGNC:49566","5q23.2-q23.3"
"AC069547.1","Unmatched","","","",""
"RP11-521C22.3","Unmatched","","","",""
"AL355490.1","Unmatched","","","",""
"AD001527.7","Unmatched","","","",""
"PAPL","Alias symbol","ACP7","acid phosphatase 7, tartrate resistant (putative)","HGNC:33781","19q13.2"
"KB-1247B1.1","Unmatched","","","",""
"KB-1460A1.5","Unmatched","","","",""
"AC015936.3","Unmatched","","","",""
"RP11-313P22.1","Unmatched","","","",""
"RP11-113K21.4","Unmatched","","","",""
"RP11-178H8.1","Unmatched","","","",""
"RP11-770J1.7","Unmatched","","","",""
"CTD-2008A1.3","Unmatched","","","",""
"RP11-507J18.1","Unmatched","","","",""
"RP11-323F24.4","Unmatched","","","",""
"AC027319.2","Unmatched","","","",""
"AC027319.1","Unmatched","","","",""
"AL583784.1","Unmatched","","","",""
"RP1-142L7.5","Unmatched","","","",""
"CTA-444M12.3","Unmatched","","","",""
"RP11-472G23.10","Unmatched","","","",""
"PHBP1","Previous symbol","PHB1P1","PHB1 pseudogene 1","HGNC:8913","6q25.1"
"RP11-178H8.2","Unmatched","","","",""
"AL512791.1","Unmatched","","","",""
"AC084262.1","Unmatched","","","",""
"AC097382.1","Unmatched","","","",""
"AC079080.1","Unmatched","","","",""
"CTB-139P11.2","Unmatched","","","",""
"CTA-360L10.1","Unmatched","","","",""
"AC073370.1","Unmatched","","","",""
"RP11-720L2.4","Unmatched","","","",""
"RP11-720L2.3","Unmatched","","","",""
"AC090627.1","Unmatched","","","",""
"RP11-731C17.2","Unmatched","","","",""
"AC092933.3","Unmatched","","","",""
"RP11-259O18.4","Unmatched","","","",""
"RP11-153F5.3","Unmatched","","","",""
"RP11-348M3.6","Unmatched","","","",""
"AC090051.1","Unmatched","","","",""
"RP11-473I1.5","Unmatched","","","",""
"CTD-2196E14.9","Unmatched","","","",""
"AC002310.10","Unmatched","","","",""
"RP11-815D16.1","Unmatched","","","",""
"RP11-611O2.1","Unmatched","","","",""
"RP11-711D18.2","Unmatched","","","",""
"AL034449.1","Unmatched","","","",""
"RP11-589M4.1","Unmatched","","","",""
"AC084262.3","Unmatched","","","",""
"RP11-793H4.1","Unmatched","","","",""
"RP11-10N23.4","Unmatched","","","",""
"RP11-959I15.1","Unmatched","","","",""
"RP11-439L8.5","Unmatched","","","",""
"AL391730.1","Unmatched","","","",""
"RP11-337C18.9","Unmatched","","","",""
"AL359753.1","Unmatched","","","",""
"RP4-635A23.4","Unmatched","","","",""
"RP11-384C4.7","Unmatched","","","",""
"RP11-278H7.5","Unmatched","","","",""
"AC147651.2","Unmatched","","","",""
"AC005048.1","Unmatched","","","",""
"RP11-107E5.2","Unmatched","","","",""
"RP11-378A13.1","Unmatched","","","",""
"RP11-499O7.4","Unmatched","","","",""
"RP11-96C23.13","Unmatched","","","",""
"RP11-96C23.14","Unmatched","","","",""
"RP11-96C23.11","Unmatched","","","",""
"RP5-1119A7.17","Unmatched","","","",""
"RP5-1014D13.2","Unmatched","","","",""
"Z99756.1","Unmatched","","","",""
"RP11-731D1.3","Unmatched","","","",""
"RP11-392A14.9","Unmatched","","","",""
"RNA5-8SP3","Approved symbol","RNA5-8SP3","RNA, 5.8S ribosomal pseudogene 3","HGNC:41957","9q31.3"
"AC011465.1","Unmatched","","","",""
"RP11-613C6.4","Unmatched","","","",""
"RP11-794C22.2","Unmatched","","","",""
"AC008967.1","Unmatched","","","",""
"RP3-492P14.2","Unmatched","","","",""
"AL513547.1","Unmatched","","","",""
"AC000403.1","Unmatched","","","",""
"AC099535.1","Unmatched","","","",""
"AC007919.1","Unmatched","","","",""
"CTD-2329K10.1","Unmatched","","","",""
"RP11-815J21.3","Unmatched","","","",""
"RP11-185H22.1","Unmatched","","","",""
"RP11-627K11.6","Unmatched","","","",""
"RP11-185N2.1","Unmatched","","","",""
"RP11-864J10.4","Unmatched","","","",""
"RP11-116D17.4","Unmatched","","","",""
"RP11-116D17.1","Unmatched","","","",""
"AC005158.1","Unmatched","","","",""
"AC009542.2","Unmatched","","","",""
"AC002984.2","Unmatched","","","",""
"RP11-358D17.1","Unmatched","","","",""
"RP11-96C23.10","Unmatched","","","",""
"AP000781.1","Unmatched","","","",""
"AP000254.8","Unmatched","","","",""
"RP11-407N17.3","Unmatched","","","",""
"CTD-2341M24.1","Unmatched","","","",""
"XXbac-B476C20.13","Unmatched","","","",""
"CITF22-24E5.1","Unmatched","","","",""
"RP4-676L2.1","Unmatched","","","",""
"RP11-396J6.1","Unmatched","","","",""
"RP11-103H7.3","Unmatched","","","",""
"SLMO2P11","Previous symbol","PRELID3BP11","PRELI domain containing 3B pseudogene 11","HGNC:49073","9p24.1"
"RP11-1094M14.7","Unmatched","","","",""
"RP11-686D22.9","Unmatched","","","",""
"AC015849.14","Unmatched","","","",""
"RNU6-981P","Entry withdrawn","RNU6-981P","","HGNC:47944",""
"RP11-23N2.4","Unmatched","","","",""
"RP11-106M3.3","Unmatched","","","",""
"RP11-158M2.6","Unmatched","","","",""
"AC093577.1","Unmatched","","","",""
"RP4-714D9.5","Unmatched","","","",""
"RP4-560B9.5","Unmatched","","","",""
"RP4-560B9.4","Unmatched","","","",""
"RP11-192I3.3","Unmatched","","","",""
"RP11-488L18.8","Unmatched","","","",""
"AC092159.3","Unmatched","","","",""
"CTD-2146O16.1","Unmatched","","","",""
"RP11-852E15.1","Unmatched","","","",""
"RP11-285B24.1","Unmatched","","","",""
"AC069063.1","Unmatched","","","",""
"AC069063.2","Unmatched","","","",""
"RP11-162O12.2","Unmatched","","","",""
"RP11-752G15.10","Unmatched","","","",""
"RP11-752G15.9","Unmatched","","","",""
"LA16c-361A3.3","Unmatched","","","",""
"CTC-457L16.1","Unmatched","","","",""
"RP11-227G15.10","Unmatched","","","",""
"RP11-194N12.2","Unmatched","","","",""
"CTA-14H9.5","Unmatched","","","",""
"RP11-207F8.1","Unmatched","","","",""
"RP11-649E7.8","Unmatched","","","",""
"AL139099.1","Unmatched","","","",""
"RP11-759F5.1","Unmatched","","","",""
"ACRC","Previous symbol","GCNA","germ cell nuclear acidic peptidase","HGNC:15805","Xq13.1"
"RP5-1042K10.10","Unmatched","","","",""
"RP11-611O2.6","Unmatched","","","",""
"AC069257.8","Unmatched","","","",""
"RP11-726G23.2","Unmatched","","","",""
"AL021917.1","Unmatched","","","",""
"RP5-874C20.7","Unmatched","","","",""
"RP11-344P13.1","Unmatched","","","",""
"RP11-278H7.4","Unmatched","","","",""
"RP11-73M18.11","Unmatched","","","",""
"RP11-259G18.2","Unmatched","","","",""
"RP11-236B18.2","Unmatched","","","",""
"RP5-1057J7.1","Unmatched","","","",""
"RP11-400N13.2","Alias symbol","LINC02474","long intergenic non-protein coding RNA 2474","HGNC:53417","1q41"
"RP13-93L13.1","Unmatched","","","",""
"C10orf128","Previous symbol","TMEM273","transmembrane protein 273","HGNC:27274","10q11.23"
"CTC-506B8.1","Unmatched","","","",""
"AF131215.6","Unmatched","","","",""
"DDX3YP1","Previous symbol","DDX3P1","DEAD-box helicase 3 pseudogene 1","HGNC:42171","Xq13.2"
"RP11-46D6.4","Unmatched","","","",""
"CTC-786C10.1","Unmatched","","","",""
"AP000439.5","Unmatched","","","",""
"RP11-395B7.4","Unmatched","","","",""
"RP11-23P13.6","Unmatched","","","",""
"CTD-2382E5.6","Unmatched","","","",""
"GPR111","Previous symbol","ADGRF2","adhesion G protein-coupled receptor F2","HGNC:18991","6p12.3"
"AC007326.10","Unmatched","","","",""
"RP11-231N3.1","Unmatched","","","",""
"RP11-211G23.2","Unmatched","","","",""
"RP11-778O17.4","Unmatched","","","",""
"RP11-140C5.3","Unmatched","","","",""
"RP11-79M19.2","Unmatched","","","",""
"RP11-500G22.4","Unmatched","","","",""
"KB-1582A10.1","Unmatched","","","",""
"KB-1517D11.3","Unmatched","","","",""
"RP11-3G20.2","Unmatched","","","",""
"RP11-557C18.4","Unmatched","","","",""
"RP4-568F9.3","Unmatched","","","",""
"RP11-93B14.4","Unmatched","","","",""
"AL163953.2","Unmatched","","","",""
"RP11-840I19.5","Unmatched","","","",""
"CTD-2062F14.2","Unmatched","","","",""
"AC007099.1","Unmatched","","","",""
"AC104655.2","Unmatched","","","",""
"AC018737.3","Unmatched","","","",""
"RP11-65L3.3","Unmatched","","","",""
"CTC-296K1.3","Unmatched","","","",""
"CTC-296K1.4","Unmatched","","","",""
"RP11-283G6.4","Unmatched","","","",""
"RP11-612B6.2","Unmatched","","","",""
"RP11-43N5.2","Unmatched","","","",""
"RP11-43D4.3","Unmatched","","","",""
"RP11-431J24.2","Unmatched","","","",""
"RP11-90E5.1","Unmatched","","","",""
"AF064860.5","Unmatched","","","",""
"CTA-992D9.8","Unmatched","","","",""
"RP1-63G5.5","Unmatched","","","",""
"AC004593.3","Unmatched","","","",""
"CTA-326K9.1","Unmatched","","","",""
"RP11-689E3.2","Unmatched","","","",""
"RP1-62D2.4","Unmatched","","","",""
"RP3-380E11.2","Unmatched","","","",""
"RP1-90K10.4","Unmatched","","","",""
"RP11-379B8.1","Unmatched","","","",""
"RP3-393E18.2","Unmatched","","","",""
"RP11-351J23.1","Unmatched","","","",""
"CTD-2308B18.4","Unmatched","","","",""
"RP11-756H20.1","Unmatched","","","",""
"AC034228.3","Unmatched","","","",""
"AC008694.2","Unmatched","","","",""
"RP11-91A18.1","Unmatched","","","",""
"RP11-221J22.2","Unmatched","","","",""
"CTD-2091N23.1","Unmatched","","","",""
"CTA-992D9.7","Unmatched","","","",""
"AC131011.1","Unmatched","","","",""
"RP1-290I10.7","Unmatched","","","",""
"RP11-250B2.5","Unmatched","","","",""
"RP11-277I20.2","Unmatched","","","",""
"RP11-277I20.3","Unmatched","","","",""
"AC006116.21","Unmatched","","","",""
"CTD-3194G12.2","Unmatched","","","",""
"RP11-16E23.3","Unmatched","","","",""
"C11orf63","Previous symbol","JHY","junctional cadherin complex regulator","HGNC:26288","11q24.1"
"RP11-423E7.1","Unmatched","","","",""
"RP11-10L12.1","Unmatched","","","",""
"RP11-311D14.1","Unmatched","","","",""
"RP11-381N20.1","Unmatched","","","",""
"RP11-43D2.2","Unmatched","","","",""
"RP11-498B4.5","Unmatched","","","",""
"AC010095.5","Unmatched","","","",""
"AC019181.3","Unmatched","","","",""
"AF127577.8","Unmatched","","","",""
"LINC00515","Approved symbol","LINC00515","long intergenic non-protein coding RNA 515","HGNC:16019","21q21.3"
"AP000318.2","Unmatched","","","",""
"AP000692.9","Unmatched","","","",""
"H2AFZP6","Previous symbol","H2AZP6","H2A.Z histone pseudogene 6","HGNC:38019","22q12.2"
"RP1-78B3.1","Unmatched","","","",""
"RP4-695O20.1","Unmatched","","","",""
"RP11-756J15.3","Unmatched","","","",""
"RP11-53B2.6","Unmatched","","","",""
"RP11-53B2.4","Unmatched","","","",""
"RP11-799B12.4","Unmatched","","","",""
"RP11-958F21.3","Unmatched","","","",""
"RP11-326K13.3","Unmatched","","","",""
"RP11-53I6.2","Unmatched","","","",""
"RP11-326K13.5","Unmatched","","","",""
"RP11-322E11.3","Unmatched","","","",""
"RP11-693L9.2","Unmatched","","","",""
"RP11-2N1.1","Unmatched","","","",""
"RP11-2N1.3","Unmatched","","","",""
"RP11-231E4.3","Unmatched","","","",""
"RP11-405M12.4","Unmatched","","","",""
"LINC00908","Approved symbol","LINC00908","long intergenic non-protein coding RNA 908","HGNC:27599","18q23"
"AC139100.3","Unmatched","","","",""
"RP11-16F15.2","Unmatched","","","",""
"RP11-514F3.4","Unmatched","","","",""
"RP11-390K5.3","Unmatched","","","",""
"RP11-697H9.5","Unmatched","","","",""
"RP11-167N4.4","Unmatched","","","",""
"RP11-452H21.1","Unmatched","","","",""
"RP11-452H21.2","Unmatched","","","",""
"RP11-843A23.1","Unmatched","","","",""
"RP11-113K21.6","Unmatched","","","",""
"RP11-113K21.3","Unmatched","","","",""
"RP11-113K21.2","Unmatched","","","",""
"RP11-736K20.4","Unmatched","","","",""
"RP11-777F6.3","Unmatched","","","",""
"AP000648.5","Unmatched","","","",""
"RP11-573M3.5","Unmatched","","","",""
"RP11-109L13.1","Unmatched","","","",""
"AL121898.1","Unmatched","","","",""
"RP4-742J24.2","Unmatched","","","",""
"RP5-1027G4.3","Unmatched","","","",""
"RP11-281P23.1","Unmatched","","","",""
"RP11-442P12.2","Unmatched","","","",""
"AC006390.4","Unmatched","","","",""
"RP11-177C12.4","Unmatched","","","",""
"RP11-468N14.8","Unmatched","","","",""
"RP11-556I14.2","Unmatched","","","",""
"RP11-577B7.1","Unmatched","","","",""
"RP11-315D13.1","Unmatched","","","",""
"RP11-461L13.4","Unmatched","","","",""
"GUCY1A3","Previous symbol","GUCY1A1","guanylate cyclase 1 soluble subunit alpha 1","HGNC:4685","4q32.1"
"RP11-513M16.8","Unmatched","","","",""
"PTPLAD2","Previous symbol","HACD4","3-hydroxyacyl-CoA dehydratase 4","HGNC:20920","9p21.3"
"RP11-70L8.4","Unmatched","","","",""
"RP11-296L22.7","Unmatched","","","",""
"RP11-220I1.2","Unmatched","","","",""
"RP11-217F16.1","Unmatched","","","",""
"RP11-313E4.1","Unmatched","","","",""
"RP11-173G21.1","Unmatched","","","",""
"AL137852.1","Unmatched","","","",""
"AL161784.1","Unmatched","","","",""
"RP11-230L22.4","Unmatched","","","",""
"CTD-2154B17.1","Unmatched","","","",""
"CTD-2325A15.5","Unmatched","","","",""
"RP11-447H19.3","Unmatched","","","",""
"CTD-2081C10.5","Unmatched","","","",""
"CTD-2031P19.4","Unmatched","","","",""
"AC022431.1","Unmatched","","","",""
"RP11-83M16.5","Unmatched","","","",""
"SNORA50","Previous symbol","SNORA50A","small nucleolar RNA, H/ACA box 50A","HGNC:32643","16q21"
"RP11-229C3.4","Unmatched","","","",""
"CTD-2503O16.4","Unmatched","","","",""
"CTD-2179L22.1","Unmatched","","","",""
"CTD-2045M21.1","Unmatched","","","",""
"CTD-2280E9.1","Unmatched","","","",""
"RP11-284A20.2","Unmatched","","","",""
"CTB-113I20.1","Unmatched","","","",""
"AC005609.16","Unmatched","","","",""
"RP11-32D16.1","Unmatched","","","",""
"AC068657.2","Unmatched","","","",""
"CTC-558O2.2","Unmatched","","","",""
"RP11-252I14.2","Unmatched","","","",""
"RP11-74E22.5","Unmatched","","","",""
"RP11-963H4.5","Unmatched","","","",""
"LINC00675","Previous symbol","TMEM238L","transmembrane protein 238 like","HGNC:44356","17p13.1-p12"
"RP11-258F1.2","Unmatched","","","",""
"FLJ35934","Alias symbol","LINC02076","long intergenic non-protein coding RNA 2076","HGNC:52924","17p11.2"
"RP11-746M1.2","Unmatched","","","",""
"RP11-746M1.8","Unmatched","","","",""
"CTD-2349P21.9","Unmatched","","","",""
"CTC-542B22.1","Unmatched","","","",""
"AC084809.3","Unmatched","","","",""
"CTC-268N12.3","Unmatched","","","",""
"CTC-268N12.2","Unmatched","","","",""
"RP11-19G24.1","Unmatched","","","",""
"RP11-19G24.3","Unmatched","","","",""
"RP11-605F20.1","Unmatched","","","",""
"RP11-87N3.6","Unmatched","","","",""
"RP11-90P13.1","Unmatched","","","",""
"AC098592.7","Unmatched","","","",""
"CTD-2227E11.1","Unmatched","","","",""
"RP11-239C9.1","Unmatched","","","",""
"AC004870.5","Unmatched","","","",""
"CTA-351J1.1","Unmatched","","","",""
"AC073626.2","Unmatched","","","",""
"ST7-AS2_1","Unmatched","","","",""
"RP11-380B4.3","Unmatched","","","",""
"RP11-2C7.1","Unmatched","","","",""
"RP11-3D4.2","Unmatched","","","",""
"RP11-602M11.3","Unmatched","","","",""
"AC109631.1","Unmatched","","","",""
"C15orf53","Previous symbol","LINC02694","long intergenic non-protein coding RNA 2694","HGNC:33796","15q14"
"CTD-2339L15.3","Unmatched","","","",""
"RP11-540O11.6","Unmatched","","","",""
"RP11-485O10.2","Unmatched","","","",""
"RP11-139H15.7","Unmatched","","","",""
"RP11-139H15.6","Unmatched","","","",""
"RP11-50C13.1","Unmatched","","","",""
"RP11-356M20.2","Unmatched","","","",""
"RP11-356M20.1","Unmatched","","","",""
"AC092755.4","Unmatched","","","",""
"RP11-111E14.1","Unmatched","","","",""
"RP11-330L19.1","Unmatched","","","",""
"RP11-352D13.5","Unmatched","","","",""
"RP11-685G9.4","Unmatched","","","",""
"RP11-500C12.1","Unmatched","","","",""
"CTD-2313J17.5","Unmatched","","","",""
"RP1-72E17.2","Unmatched","","","",""
"RP4-551N11.1","Unmatched","","","",""
"RP1-278E11.3","Unmatched","","","",""
"RP11-213N20.1","Unmatched","","","",""
"RP11-506E9.3","Unmatched","","","",""
"RP11-16C18.3","Unmatched","","","",""
"RP11-1114A5.6","Unmatched","","","",""
"AC142119.1","Unmatched","","","",""
"AC092569.2","Unmatched","","","",""
"RP11-294L11.1","Unmatched","","","",""
"AC007899.3","Unmatched","","","",""
"RP11-417F21.1","Unmatched","","","",""
"RP11-373L24.1","Unmatched","","","",""
"RP11-493E12.2","Unmatched","","","",""
"AC092653.5","Unmatched","","","",""
"AC096579.13","Unmatched","","","",""
"RP11-527J8.1","Unmatched","","","",""
"AC010095.6","Unmatched","","","",""
"AC010095.7","Unmatched","","","",""
"AC011753.6","Unmatched","","","",""
"AC108463.2","Unmatched","","","",""
"AC024704.2","Unmatched","","","",""
"AC009303.3","Unmatched","","","",""
"RP11-434H14.1","Unmatched","","","",""
"AC079790.2","Unmatched","","","",""
"AC009961.5","Unmatched","","","",""
"RP11-88L20.1","Unmatched","","","",""
"RP11-27M5.1","Unmatched","","","",""
"RP11-499P1.1","Unmatched","","","",""
"AC110299.5","Unmatched","","","",""
"RP11-283I3.6","Unmatched","","","",""
"RP11-318G8.1","Unmatched","","","",""
"RP11-425D17.2","Unmatched","","","",""
"RP11-820K3.4","Unmatched","","","",""
"RP11-328C8.4","Unmatched","","","",""
"RP11-23J18.1","Unmatched","","","",""
"RP1-288H2.2","Unmatched","","","",""
"RP11-834C11.11","Unmatched","","","",""
"RP11-834C11.8","Unmatched","","","",""
"RP11-834C11.10","Unmatched","","","",""
"RP11-43N5.1","Unmatched","","","",""
"RP11-290L1.6","Unmatched","","","",""
"RP11-734E19.1","Unmatched","","","",""
"RP11-693J15.3","Unmatched","","","",""
"RP11-1105G2.3","Unmatched","","","",""
"RP11-117N2.2","Unmatched","","","",""
"RP11-43D4.2","Unmatched","","","",""
"RP11-240G22.5","Unmatched","","","",""
"AC026367.1","Unmatched","","","",""
"CTA-398F10.2","Unmatched","","","",""
"AF131216.6","Unmatched","","","",""
"AF131216.5","Unmatched","","","",""
"RP11-349F21.5","Unmatched","","","",""
"CTD-3107M8.1","Unmatched","","","",""
"CTD-3107M8.2","Unmatched","","","",""
"RP11-722E23.2","Unmatched","","","",""
"RP11-388G22.1","Unmatched","","","",""
"RP11-267M23.3","Unmatched","","","",""
"RP11-267M23.6","Unmatched","","","",""
"RP11-267M23.5","Unmatched","","","",""
"RP11-267M23.7","Unmatched","","","",""
"KB-1608C10.2","Unmatched","","","",""
"CTD-2340D6.2","Unmatched","","","",""
"CTD-2340D6.1","Unmatched","","","",""
"KB-1991G8.1","Unmatched","","","",""
"KB-1562D12.3","Unmatched","","","",""
"RP11-122A21.2","Unmatched","","","",""
"AC083843.1","Unmatched","","","",""
"CTD-2014D20.1","Unmatched","","","",""
"CTD-2213F21.4","Unmatched","","","",""
"AL358340.1","Unmatched","","","",""
"CTD-3028N15.3","Unmatched","","","",""
"RP11-831F12.3","Unmatched","","","",""
"RP11-665C16.5","Unmatched","","","",""
"RP11-1085N6.2","Unmatched","","","",""
"RP11-442G21.2","Unmatched","","","",""
"CTD-2509G16.5","Unmatched","","","",""
"RP11-270M14.1","Unmatched","","","",""
"RP11-299L17.1","Unmatched","","","",""
"RP11-507K2.2","Unmatched","","","",""
"RP11-356K23.2","Unmatched","","","",""
"RP11-631M21.7","Unmatched","","","",""
"RP11-305E6.4","Unmatched","","","",""
"RP11-479G22.7","Unmatched","","","",""
"RP11-179B15.5","Unmatched","","","",""
"RP11-524O24.2","Unmatched","","","",""
"RP11-383B24.3","Unmatched","","","",""
"RP11-77G23.5","Unmatched","","","",""
"DUPD1","Previous symbol","DUSP29","dual specificity phosphatase 29","HGNC:23481","10q22.2"
"RP11-248C1.3","Unmatched","","","",""
"CPEB3_ribozyme","Unmatched","","","",""
"RP11-35J23.1","Unmatched","","","",""
"RP11-34E5.4","Unmatched","","","",""
"RP11-62L18.3","Unmatched","","","",""
"RP11-12J10.4","Unmatched","","","",""
"RP11-95M5.1","Unmatched","","","",""
"RP11-158G18.1","Unmatched","","","",""
"CTD-2006M22.2","Unmatched","","","",""
"RP11-861A13.3","Unmatched","","","",""
"RP11-615J4.4","Unmatched","","","",""
"RP11-767L7.1","Unmatched","","","",""
"RP11-567P17.1","Unmatched","","","",""
"RP11-567P17.2","Unmatched","","","",""
"RP11-202A13.1","Unmatched","","","",""
"RP11-543D10.2","Unmatched","","","",""
"RP11-30O15.1","Unmatched","","","",""
"RP11-528A4.3","Unmatched","","","",""
"AC024937.6","Unmatched","","","",""
"AC024937.2","Unmatched","","","",""
"RP11-803P9.1","Unmatched","","","",""
"RP11-40H20.5","Unmatched","","","",""
"RP11-490K7.4","Unmatched","","","",""
"RP11-319C21.1","Unmatched","","","",""
"RP11-184I16.4","Unmatched","","","",""
"RP11-377K22.2","Unmatched","","","",""
"KIAA1107","Previous symbol","BTBD8","BTB domain containing 8","HGNC:21019","1p22.1"
"RP11-78O9.1","Unmatched","","","",""
"RP11-356N1.2","Unmatched","","","",""
"RP11-134N8.2","Unmatched","","","",""
"RP11-495P10.5","Unmatched","","","",""
"RP11-98D18.1","Unmatched","","","",""
"RP11-477H21.2","Unmatched","","","",""
"RP5-1114G22.2","Unmatched","","","",""
"RP11-12M5.3","Unmatched","","","",""
"RP11-416K24.1","Unmatched","","","",""
"RP11-448G4.2","Unmatched","","","",""
"RP11-164O23.8","Unmatched","","","",""
"FAM71A","Previous symbol","GARIN4","golgi associated RAB2 interactor family member 4","HGNC:26541","1q32.3"
"RP11-365O16.5","Unmatched","","","",""
"RP5-1087E8.3","Unmatched","","","",""
"RP11-478H16.1","Unmatched","","","",""
"RP11-269F20.1","Unmatched","","","",""
"RP11-173A6.2","Unmatched","","","",""
"CTD-2332E11.2","Unmatched","","","",""
"RP11-255H23.2","Unmatched","","","",""
"CTC-526N19.1","Unmatched","","","",""
"CTC-454I21.3","Unmatched","","","",""
"AC005176.1","Unmatched","","","",""
"AC006129.1","Unmatched","","","",""
"CTB-50E14.5","Unmatched","","","",""
"CTD-2224J9.4","Unmatched","","","",""
"RP11-80F22.10","Unmatched","","","",""
"RP11-429P3.5","Unmatched","","","",""
"RP11-357N13.3","Unmatched","","","",""
"RP11-357N13.6","Unmatched","","","",""
"RP11-357N13.2","Unmatched","","","",""
"RP11-357N13.1","Unmatched","","","",""
"RP11-70O5.2","Unmatched","","","",""
"RP11-417N10.3","Unmatched","","","",""
"RP11-281J9.1","Unmatched","","","",""
"RP11-303E16.5","Unmatched","","","",""
"RP11-568J23.6","Unmatched","","","",""
"RP1-168P16.1","Unmatched","","","",""
"RPS14P3","Approved symbol","RPS14P3","ribosomal protein S14 pseudogene 3","HGNC:35797","1p36.13"
"RP11-201O14.2","Unmatched","","","",""
"RP11-17E13.2","Unmatched","","","",""
"RP11-68I18.10","Unmatched","","","",""
"RP11-492I21.1","Unmatched","","","",""
"AURKAPS1","Previous symbol","AURKAP1","aurora kinase A pseudogene 1","HGNC:18611","1q41"
"RP11-397A15.4","Unmatched","","","",""
"RP11-74E22.6","Unmatched","","","",""
"CTC-297N7.9","Unmatched","","","",""
"CTD-2026D20.2","Unmatched","","","",""
"LINC00483","Previous symbol","ANKRD40CL","ANKRD40 C-terminal like","HGNC:26080","17q21.33"
"RP11-579O24.3","Unmatched","","","",""
"RP11-567L7.5","Unmatched","","","",""
"RP11-51F16.5","Unmatched","","","",""
"GS1-531I17.3","Unmatched","","","",""
"RP11-16C1.3","Unmatched","","","",""
"RP13-638C3.6","Unmatched","","","",""
"RP13-638C3.2","Unmatched","","","",""
"RP4-610C12.4","Unmatched","","","",""
"RP4-620E11.8","Unmatched","","","",""
"RP5-1049G16.4","Unmatched","","","",""
"AC005546.2","Unmatched","","","",""
"AC002511.2","Unmatched","","","",""
"AC093063.3","Unmatched","","","",""
"RP11-462G12.4","Unmatched","","","",""
"RP11-401P9.6","Unmatched","","","",""
"RP11-521L9.2","Unmatched","","","",""
"RP11-521L9.1","Unmatched","","","",""
"CTD-2520I13.1","Unmatched","","","",""
"RP11-190D6.1","Unmatched","","","",""
"CTD-2588J6.1","Unmatched","","","",""
"CTD-2201E9.2","Unmatched","","","",""
"CTC-366B18.4","Unmatched","","","",""
"CTD-2193P3.1","Unmatched","","","",""
"CTD-2007H13.1","Unmatched","","","",""
"CTD-2169H9.1","Unmatched","","","",""
"SMAD5-AS1_1","Unmatched","","","",""
"RP11-325L7.2","Unmatched","","","",""
"RP11-756A22.7","Unmatched","","","",""
"RP11-74J13.9","Unmatched","","","",""
"DLEU1_2","Unmatched","","","",""
"DLEU7-AS1","Approved symbol","DLEU7-AS1","DLEU7 antisense RNA 1","HGNC:39966","13q14.3"
"RP11-573N10.1","Unmatched","","","",""
"PRR26","Previous symbol","DIP2C-AS1","DIP2C antisense RNA 1","HGNC:30724","10p15.3"
"RP11-809C18.5","Unmatched","","","",""
"RP11-336A10.2","Unmatched","","","",""
"AL022344.2","Unmatched","","","",""
"RP11-474D14.2","Unmatched","","","",""
"RP11-420K10.1","Unmatched","","","",""
"RP11-310E22.6","Unmatched","","","",""
